Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Terminus,Decimation,Wrecking Ball,3,54%,135,44%,65%
Terminus,Decimation,It Follows,3,50%,242,41%,58%
Terminus,Decimation,Blood and Stone,3,46%,167,36%,56%
Terminus,Decimation,Despoiler,3,46%,158,36%,56%
Terminus,Decimation,Hulking Monstrosity,2,53%,"1,719",50%,56%
Terminus,Decimation,Devastation,2,52%,"1,761",49%,55%
Terminus,Decimation,It Watches,2,52%,"1,716",49%,55%
Terminus,Decimation,Unfeeling,2,55%,337,48%,62%
Terminus,Decimation,Powerslave,2,52%,564,47%,57%
Terminus,Decimation,Blood and Stone,2,54%,261,46%,62%
Terminus,Decimation,We Can Rebuild Him,2,50%,744,45%,55%
Terminus,Decimation,Wrecking Ball,2,51%,378,44%,57%
Terminus,Decimation,Necromantic Might,2,51%,287,44%,59%
Terminus,Decimation,Playing God,2,50%,429,44%,56%
Terminus,Decimation,Abomination,2,49%,527,43%,54%
Terminus,Decimation,It Waits,2,49%,310,42%,56%
Terminus,Decimation,Forsaken,2,48%,485,42%,54%
Terminus,Decimation,Despoiler,2,49%,219,41%,58%
Terminus,Decimation,Strength of Stone,2,49%,179,39%,58%
Terminus,Decimation,It Follows,2,45%,124,34%,57%
Terminus,Decimation,Hulking Monstrosity,1,55%,"16,195",54%,56%
Terminus,Decimation,It Watches,1,55%,"8,902",54%,56%
Terminus,Decimation,Wrecking Ball,1,54%,"7,028",53%,56%
Terminus,Decimation,Powerslave,1,54%,"5,447",53%,56%
Terminus,Decimation,Playing God,1,54%,"1,514",51%,58%
Terminus,Decimation,Strength of Stone,1,56%,413,50%,62%
Terminus,Decimation,We Can Rebuild Him,1,53%,"2,384",50%,55%
Terminus,Decimation,It Follows,1,54%,705,49%,58%
Terminus,Decimation,It Waits,1,53%,"1,199",49%,57%
Terminus,Decimation,Forsaken,1,52%,"1,803",49%,55%
Terminus,Decimation,Necromantic Might,1,57%,212,48%,66%
Terminus,Decimation,Unfeeling,1,53%,704,48%,58%
Terminus,Decimation,Devastation,1,52%,939,48%,56%
Terminus,Decimation,Blood and Stone,1,52%,763,48%,57%
Terminus,Decimation,Abomination,1,51%,475,45%,57%
Terminus,Decimation,Despoiler,1,50%,275,43%,58%
Terminus,Undying,Strength of Stone,5,61%,"4,855",59%,63%
Terminus,Undying,Hulking Monstrosity,5,58%,"1,577",54%,61%
Terminus,Undying,It Follows,5,56%,"5,834",54%,57%
Terminus,Undying,Playing God,5,57%,831,52%,61%
Terminus,Undying,Devastation,5,58%,420,51%,64%
Terminus,Undying,Necromantic Might,5,53%,"3,018",51%,55%
Terminus,Undying,Abomination,5,53%,"2,365",51%,56%
Terminus,Undying,Forsaken,5,57%,226,49%,66%
Terminus,Undying,Unfeeling,5,56%,216,48%,65%
Terminus,Undying,We Can Rebuild Him,5,54%,544,48%,59%
Terminus,Undying,It Watches,5,53%,395,47%,60%
Terminus,Undying,It Waits,5,51%,127,40%,63%
Terminus,Undying,Despoiler,5,47%,76,33%,61%
Terminus,Undying,Blood and Stone,5,45%,53,28%,61%
Terminus,Undying,Powerslave,5,46%,39,27%,65%
Terminus,Undying,Wrecking Ball,5,36%,25,13%,58%
Terminus,Undying,It Follows,4,60%,587,55%,66%
Terminus,Undying,Hulking Monstrosity,4,59%,"1,195",55%,62%
Terminus,Undying,It Watches,4,57%,896,53%,62%
Terminus,Undying,We Can Rebuild Him,4,56%,792,51%,60%
Terminus,Undying,Necromantic Might,4,54%,740,50%,59%
Terminus,Undying,Strength of Stone,4,52%,"3,891",50%,54%
Terminus,Undying,Abomination,4,54%,680,49%,59%
Terminus,Undying,Playing God,4,54%,644,49%,59%
Terminus,Undying,It Waits,4,59%,125,48%,70%
Terminus,Undying,Devastation,4,52%,532,47%,58%
Terminus,Undying,Unfeeling,4,53%,285,46%,61%
Terminus,Undying,Forsaken,4,51%,212,42%,60%
Terminus,Undying,Despoiler,4,52%,126,41%,63%
Terminus,Undying,Blood and Stone,4,49%,221,41%,58%
Terminus,Undying,Wrecking Ball,4,49%,195,40%,58%
Terminus,Undying,Powerslave,4,47%,71,33%,62%
Terminus,Undying,It Watches,3,57%,"1,668",54%,60%
Terminus,Undying,It Follows,3,59%,505,53%,64%
Terminus,Undying,Strength of Stone,3,59%,488,53%,65%
Terminus,Undying,Forsaken,3,58%,675,53%,63%
Terminus,Undying,We Can Rebuild Him,3,56%,"1,158",53%,60%
Terminus,Undying,Devastation,3,54%,"2,113",51%,57%
Terminus,Undying,Playing God,3,54%,996,50%,58%
Terminus,Undying,Necromantic Might,3,54%,863,50%,58%
Terminus,Undying,Hulking Monstrosity,3,52%,"4,141",50%,54%
Terminus,Undying,Unfeeling,3,54%,896,49%,58%
Terminus,Undying,Abomination,3,55%,354,48%,62%
Terminus,Undying,Wrecking Ball,3,55%,199,46%,64%
Terminus,Undying,Despoiler,3,52%,452,46%,58%
Terminus,Undying,It Waits,3,52%,431,46%,58%
Terminus,Undying,Powerslave,3,53%,256,45%,61%
Terminus,Undying,Blood and Stone,3,51%,205,42%,60%
Terminus,Undying,Unfeeling,2,60%,579,55%,65%
Terminus,Undying,Hulking Monstrosity,2,59%,"1,149",55%,63%
Terminus,Undying,Forsaken,2,60%,482,54%,66%
Terminus,Undying,Necromantic Might,2,58%,847,54%,63%
Terminus,Undying,Wrecking Ball,2,58%,566,52%,63%
Terminus,Undying,It Follows,2,59%,263,51%,67%
Terminus,Undying,We Can Rebuild Him,2,56%,829,51%,60%
Terminus,Undying,Playing God,2,56%,576,51%,61%
Terminus,Undying,It Watches,2,53%,"4,182",51%,55%
Terminus,Undying,Despoiler,2,53%,466,47%,59%
Terminus,Undying,Powerslave,2,53%,341,47%,60%
Terminus,Undying,Devastation,2,54%,324,46%,61%
Terminus,Undying,Strength of Stone,2,52%,204,44%,61%
Terminus,Undying,Abomination,2,52%,197,43%,61%
Terminus,Undying,It Waits,2,50%,181,41%,60%
Terminus,Undying,Blood and Stone,2,49%,234,41%,57%
Terminus,Undying,Necromantic Might,1,61%,"1,421",57%,64%
Terminus,Undying,Forsaken,1,60%,"1,026",56%,64%
Terminus,Undying,We Can Rebuild Him,1,58%,"1,619",55%,62%
Terminus,Undying,It Watches,1,58%,"1,617",55%,61%
Terminus,Undying,Unfeeling,1,59%,615,54%,64%
Terminus,Undying,Hulking Monstrosity,1,56%,"3,641",54%,58%
Terminus,Undying,Despoiler,1,58%,530,52%,63%
Terminus,Undying,Blood and Stone,1,58%,454,52%,64%
Terminus,Undying,Playing God,1,56%,665,52%,61%
Terminus,Undying,Powerslave,1,53%,"5,258",52%,55%
Terminus,Undying,Wrecking Ball,1,53%,"1,897",50%,56%
Terminus,Undying,It Waits,1,54%,574,49%,60%
Terminus,Undying,Devastation,1,54%,313,47%,61%
Terminus,Undying,It Follows,1,53%,466,47%,59%
Terminus,Undying,Strength of Stone,1,53%,230,45%,62%
Terminus,Undying,Abomination,1,52%,161,42%,62%
Tiberius,Predatory Instincts,Test of Strength,5,51%,"4,975",49%,52%
Tiberius,Predatory Instincts,Charisma,5,51%,"1,687",48%,54%
Tiberius,Predatory Instincts,Flying Chakrams,5,50%,518,45%,56%
Tiberius,Predatory Instincts,Honed Senses,5,49%,"1,419",45%,52%
Tiberius,Predatory Instincts,Bragging Rights,5,47%,"5,068",45%,49%
Tiberius,Predatory Instincts,Primal Haste,5,51%,439,44%,57%
Tiberius,Predatory Instincts,Instrument of Fate,5,46%,"2,741",43%,48%
Tiberius,Predatory Instincts,Imbued with Purpose,5,45%,898,41%,49%
Tiberius,Predatory Instincts,Beast-Slayer,5,45%,168,36%,55%
Tiberius,Predatory Instincts,Crowd-Pleaser,5,42%,143,32%,53%
Tiberius,Predatory Instincts,Alley-Cat,5,39%,348,32%,45%
Tiberius,Predatory Instincts,Pouncing Tigron,5,41%,48,24%,58%
Tiberius,Predatory Instincts,World-traveler,5,46%,26,23%,68%
Tiberius,Predatory Instincts,The Champion,5,34%,49,18%,51%
Tiberius,Predatory Instincts,Making the Cut,5,27%,44,10%,43%
Tiberius,Predatory Instincts,Rising Stardom,5,30%,13,3%,58%
Tiberius,Predatory Instincts,Bragging Rights,4,51%,"2,398",48%,53%
Tiberius,Predatory Instincts,Instrument of Fate,4,50%,"1,758",47%,53%
Tiberius,Predatory Instincts,Test of Strength,4,49%,"4,517",47%,51%
Tiberius,Predatory Instincts,Flying Chakrams,4,52%,465,46%,58%
Tiberius,Predatory Instincts,Charisma,4,50%,"1,581",46%,53%
Tiberius,Predatory Instincts,Honed Senses,4,49%,"1,100",46%,53%
Tiberius,Predatory Instincts,Primal Haste,4,50%,731,45%,55%
Tiberius,Predatory Instincts,Pouncing Tigron,4,58%,70,44%,73%
Tiberius,Predatory Instincts,Imbued with Purpose,4,45%,815,41%,49%
Tiberius,Predatory Instincts,Beast-Slayer,4,48%,274,40%,55%
Tiberius,Predatory Instincts,Crowd-Pleaser,4,46%,208,37%,54%
Tiberius,Predatory Instincts,Rising Stardom,4,50%,62,34%,65%
Tiberius,Predatory Instincts,Making the Cut,4,41%,122,30%,53%
Tiberius,Predatory Instincts,World-traveler,4,41%,103,29%,53%
Tiberius,Predatory Instincts,Alley-Cat,4,41%,36,22%,61%
Tiberius,Predatory Instincts,The Champion,4,37%,29,16%,58%
Tiberius,Predatory Instincts,Instrument of Fate,3,50%,"2,589",48%,53%
Tiberius,Predatory Instincts,Charisma,3,50%,"2,264",48%,53%
Tiberius,Predatory Instincts,Beast-Slayer,3,52%,442,46%,58%
Tiberius,Predatory Instincts,Honed Senses,3,49%,"1,138",45%,53%
Tiberius,Predatory Instincts,Test of Strength,3,48%,"2,329",45%,51%
Tiberius,Predatory Instincts,Flying Chakrams,3,47%,"4,129",45%,49%
Tiberius,Predatory Instincts,World-traveler,3,49%,824,44%,53%
Tiberius,Predatory Instincts,Bragging Rights,3,47%,"1,478",44%,51%
Tiberius,Predatory Instincts,Crowd-Pleaser,3,46%,"3,171",44%,48%
Tiberius,Predatory Instincts,Imbued with Purpose,3,48%,884,43%,52%
Tiberius,Predatory Instincts,Primal Haste,3,48%,872,43%,52%
Tiberius,Predatory Instincts,Rising Stardom,3,49%,315,42%,56%
Tiberius,Predatory Instincts,Making the Cut,3,46%,399,39%,52%
Tiberius,Predatory Instincts,The Champion,3,49%,101,37%,61%
Tiberius,Predatory Instincts,Pouncing Tigron,3,39%,683,34%,44%
Tiberius,Predatory Instincts,Alley-Cat,3,41%,164,31%,51%
Tiberius,Predatory Instincts,Charisma,2,51%,"1,972",49%,54%
Tiberius,Predatory Instincts,Making the Cut,2,52%,376,46%,59%
Tiberius,Predatory Instincts,Flying Chakrams,2,49%,"2,589",46%,51%
Tiberius,Predatory Instincts,Crowd-Pleaser,2,49%,945,45%,53%
Tiberius,Predatory Instincts,Bragging Rights,2,49%,762,44%,54%
Tiberius,Predatory Instincts,Imbued with Purpose,2,49%,727,44%,54%
Tiberius,Predatory Instincts,Test of Strength,2,48%,"1,023",44%,52%
Tiberius,Predatory Instincts,Primal Haste,2,48%,896,44%,52%
Tiberius,Predatory Instincts,Pouncing Tigron,2,49%,590,43%,54%
Tiberius,Predatory Instincts,World-traveler,2,46%,"3,236",43%,48%
Tiberius,Predatory Instincts,Instrument of Fate,2,45%,"3,002",43%,48%
Tiberius,Predatory Instincts,Honed Senses,2,46%,"1,247",42%,49%
Tiberius,Predatory Instincts,Alley-Cat,2,50%,142,40%,61%
Tiberius,Predatory Instincts,Rising Stardom,2,46%,299,39%,54%
Tiberius,Predatory Instincts,Beast-Slayer,2,43%,"1,007",39%,47%
Tiberius,Predatory Instincts,The Champion,2,40%,310,32%,47%
Tiberius,Predatory Instincts,Imbued with Purpose,1,53%,496,48%,59%
Tiberius,Predatory Instincts,Flying Chakrams,1,50%,"4,960",48%,52%
Tiberius,Predatory Instincts,Honed Senses,1,50%,"1,658",47%,54%
Tiberius,Predatory Instincts,Pouncing Tigron,1,51%,719,46%,55%
Tiberius,Predatory Instincts,Crowd-Pleaser,1,50%,"1,123",46%,54%
Tiberius,Predatory Instincts,Primal Haste,1,50%,"1,025",46%,54%
Tiberius,Predatory Instincts,Instrument of Fate,1,50%,729,46%,55%
Tiberius,Predatory Instincts,Charisma,1,48%,"1,473",44%,51%
Tiberius,Predatory Instincts,Beast-Slayer,1,48%,491,42%,53%
Tiberius,Predatory Instincts,Bragging Rights,1,47%,815,42%,51%
Tiberius,Predatory Instincts,World-traveler,1,47%,607,42%,52%
Tiberius,Predatory Instincts,Making the Cut,1,48%,246,40%,56%
Tiberius,Predatory Instincts,Test of Strength,1,45%,519,39%,50%
Tiberius,Predatory Instincts,The Champion,1,43%,680,38%,48%
Tiberius,Predatory Instincts,Rising Stardom,1,44%,251,36%,52%
Tiberius,Predatory Instincts,Alley-Cat,1,43%,365,36%,49%
Tiberius,Tigron's Fury,Test of Strength,5,52%,"21,808",51%,53%
Tiberius,Tigron's Fury,Charisma,5,52%,"8,147",51%,54%
Tiberius,Tigron's Fury,Honed Senses,5,51%,"3,776",49%,53%
Tiberius,Tigron's Fury,Bragging Rights,5,50%,"7,053",49%,52%
Tiberius,Tigron's Fury,Primal Haste,5,52%,"1,289",48%,56%
Tiberius,Tigron's Fury,Imbued with Purpose,5,48%,"7,584",47%,49%
Tiberius,Tigron's Fury,Instrument of Fate,5,47%,"5,976",46%,49%
Tiberius,Tigron's Fury,Flying Chakrams,5,50%,399,44%,57%
Tiberius,Tigron's Fury,The Champion,5,51%,190,42%,60%
Tiberius,Tigron's Fury,Beast-Slayer,5,50%,192,40%,59%
Tiberius,Tigron's Fury,World-traveler,5,55%,43,37%,73%
Tiberius,Tigron's Fury,Alley-Cat,5,45%,313,37%,52%
Tiberius,Tigron's Fury,Pouncing Tigron,5,44%,89,31%,58%
Tiberius,Tigron's Fury,Rising Stardom,5,47%,55,30%,63%
Tiberius,Tigron's Fury,Crowd-Pleaser,5,43%,100,30%,55%
Tiberius,Tigron's Fury,Making the Cut,5,42%,77,28%,56%
Tiberius,Tigron's Fury,Test of Strength,4,51%,"14,296",50%,52%
Tiberius,Tigron's Fury,Charisma,4,51%,"8,867",50%,53%
Tiberius,Tigron's Fury,Bragging Rights,4,51%,"7,081",50%,53%
Tiberius,Tigron's Fury,Honed Senses,4,51%,"4,252",49%,53%
Tiberius,Tigron's Fury,Instrument of Fate,4,50%,"3,782",48%,52%
Tiberius,Tigron's Fury,Imbued with Purpose,4,50%,"3,761",48%,52%
Tiberius,Tigron's Fury,Primal Haste,4,50%,"2,836",48%,53%
Tiberius,Tigron's Fury,Beast-Slayer,4,52%,650,47%,57%
Tiberius,Tigron's Fury,Crowd-Pleaser,4,53%,325,46%,60%
Tiberius,Tigron's Fury,Rising Stardom,4,55%,143,45%,66%
Tiberius,Tigron's Fury,Flying Chakrams,4,48%,512,42%,54%
Tiberius,Tigron's Fury,Alley-Cat,4,51%,132,40%,62%
Tiberius,Tigron's Fury,Pouncing Tigron,4,49%,177,39%,58%
Tiberius,Tigron's Fury,World-traveler,4,46%,194,37%,55%
Tiberius,Tigron's Fury,Making the Cut,4,44%,201,35%,53%
Tiberius,Tigron's Fury,The Champion,4,46%,49,29%,64%
Tiberius,Tigron's Fury,Bragging Rights,3,52%,"5,349",50%,54%
Tiberius,Tigron's Fury,Primal Haste,3,52%,"2,584",49%,55%
Tiberius,Tigron's Fury,Crowd-Pleaser,3,52%,"1,904",49%,55%
Tiberius,Tigron's Fury,Charisma,3,51%,"5,454",49%,53%
Tiberius,Tigron's Fury,Flying Chakrams,3,51%,"4,282",49%,53%
Tiberius,Tigron's Fury,Test of Strength,3,51%,"4,004",49%,53%
Tiberius,Tigron's Fury,World-traveler,3,51%,"2,836",48%,53%
Tiberius,Tigron's Fury,Instrument of Fate,3,50%,"4,990",48%,52%
Tiberius,Tigron's Fury,Honed Senses,3,50%,"3,718",48%,52%
Tiberius,Tigron's Fury,Beast-Slayer,3,51%,"1,142",47%,55%
Tiberius,Tigron's Fury,Rising Stardom,3,51%,732,46%,55%
Tiberius,Tigron's Fury,Imbued with Purpose,3,48%,"2,715",45%,50%
Tiberius,Tigron's Fury,Pouncing Tigron,3,47%,"1,070",43%,51%
Tiberius,Tigron's Fury,Making the Cut,3,48%,495,42%,53%
Tiberius,Tigron's Fury,The Champion,3,43%,221,34%,51%
Tiberius,Tigron's Fury,Alley-Cat,3,39%,166,30%,49%
Tiberius,Tigron's Fury,Charisma,2,51%,"6,511",49%,52%
Tiberius,Tigron's Fury,Imbued with Purpose,2,51%,"2,154",49%,54%
Tiberius,Tigron's Fury,Crowd-Pleaser,2,51%,"1,991",49%,54%
Tiberius,Tigron's Fury,Flying Chakrams,2,50%,"5,707",48%,52%
Tiberius,Tigron's Fury,World-traveler,2,50%,"4,130",48%,52%
Tiberius,Tigron's Fury,Honed Senses,2,50%,"3,366",48%,52%
Tiberius,Tigron's Fury,Instrument of Fate,2,50%,"2,373",47%,53%
Tiberius,Tigron's Fury,Bragging Rights,2,50%,"2,097",47%,53%
Tiberius,Tigron's Fury,Primal Haste,2,49%,"1,934",46%,52%
Tiberius,Tigron's Fury,Pouncing Tigron,2,49%,"1,344",45%,52%
Tiberius,Tigron's Fury,Beast-Slayer,2,47%,"3,476",45%,49%
Tiberius,Tigron's Fury,Rising Stardom,2,49%,547,43%,54%
Tiberius,Tigron's Fury,Making the Cut,2,48%,527,43%,54%
Tiberius,Tigron's Fury,The Champion,2,46%,"2,119",43%,48%
Tiberius,Tigron's Fury,Test of Strength,2,46%,"1,695",43%,49%
Tiberius,Tigron's Fury,Alley-Cat,2,46%,227,37%,54%
Tiberius,Tigron's Fury,Flying Chakrams,1,52%,"22,521",51%,53%
Tiberius,Tigron's Fury,Imbued with Purpose,1,53%,"2,365",50%,55%
Tiberius,Tigron's Fury,Crowd-Pleaser,1,52%,"5,336",50%,54%
Tiberius,Tigron's Fury,Honed Senses,1,51%,"6,523",49%,52%
Tiberius,Tigron's Fury,Instrument of Fate,1,51%,"2,345",49%,54%
Tiberius,Tigron's Fury,Pouncing Tigron,1,51%,"2,353",48%,54%
Tiberius,Tigron's Fury,World-traveler,1,51%,"2,001",48%,53%
Tiberius,Tigron's Fury,Primal Haste,1,50%,"3,364",48%,53%
Tiberius,Tigron's Fury,Charisma,1,49%,"6,841",48%,51%
Tiberius,Tigron's Fury,Making the Cut,1,51%,889,47%,55%
Tiberius,Tigron's Fury,Bragging Rights,1,50%,"2,313",47%,53%
Tiberius,Tigron's Fury,The Champion,1,50%,830,45%,54%
Tiberius,Tigron's Fury,Beast-Slayer,1,49%,"1,152",45%,53%
Tiberius,Tigron's Fury,Alley-Cat,1,51%,289,43%,58%
Tiberius,Tigron's Fury,Rising Stardom,1,47%,630,42%,52%
Tiberius,Tigron's Fury,Test of Strength,1,46%,869,42%,51%
Tiberius,Vicious Assault,Test of Strength,5,53%,"1,079",49%,57%
Tiberius,Vicious Assault,Bragging Rights,5,52%,722,47%,57%
Tiberius,Vicious Assault,Charisma,5,53%,302,46%,61%
Tiberius,Vicious Assault,Honed Senses,5,51%,422,45%,58%
Tiberius,Vicious Assault,Primal Haste,5,50%,120,38%,61%
Tiberius,Vicious Assault,Instrument of Fate,5,45%,275,37%,53%
Tiberius,Vicious Assault,Alley-Cat,5,42%,443,36%,48%
Tiberius,Vicious Assault,Flying Chakrams,5,46%,96,34%,59%
Tiberius,Vicious Assault,Imbued with Purpose,5,44%,178,34%,53%
Tiberius,Vicious Assault,World-traveler,5,51%,33,31%,71%
Tiberius,Vicious Assault,The Champion,5,46%,52,29%,62%
Tiberius,Vicious Assault,Rising Stardom,5,52%,17,26%,79%
Tiberius,Vicious Assault,Pouncing Tigron,5,45%,40,26%,63%
Tiberius,Vicious Assault,Beast-Slayer,5,39%,28,17%,60%
Tiberius,Vicious Assault,Crowd-Pleaser,5,50%,6,13%,86%
Tiberius,Vicious Assault,Making the Cut,5,25%,4,0%,62%
Tiberius,Vicious Assault,Beast-Slayer,4,66%,69,52%,80%
Tiberius,Vicious Assault,Charisma,4,57%,329,50%,64%
Tiberius,Vicious Assault,Crowd-Pleaser,4,69%,23,47%,91%
Tiberius,Vicious Assault,Bragging Rights,4,51%,414,45%,57%
Tiberius,Vicious Assault,Primal Haste,4,54%,163,44%,64%
Tiberius,Vicious Assault,Test of Strength,4,47%,"1,084",43%,51%
Tiberius,Vicious Assault,Honed Senses,4,52%,168,42%,62%
Tiberius,Vicious Assault,Pouncing Tigron,4,55%,54,39%,72%
Tiberius,Vicious Assault,Alley-Cat,4,53%,58,37%,69%
Tiberius,Vicious Assault,World-traveler,4,48%,98,36%,61%
Tiberius,Vicious Assault,Instrument of Fate,4,41%,183,32%,50%
Tiberius,Vicious Assault,Flying Chakrams,4,44%,94,31%,57%
Tiberius,Vicious Assault,The Champion,4,52%,25,29%,74%
Tiberius,Vicious Assault,Imbued with Purpose,4,39%,86,26%,52%
Tiberius,Vicious Assault,Rising Stardom,4,31%,47,15%,48%
Tiberius,Vicious Assault,Making the Cut,4,33%,21,9%,56%
Tiberius,Vicious Assault,Flying Chakrams,3,52%,572,46%,57%
Tiberius,Vicious Assault,Instrument of Fate,3,50%,500,45%,56%
Tiberius,Vicious Assault,Beast-Slayer,3,56%,121,44%,67%
Tiberius,Vicious Assault,Primal Haste,3,52%,260,44%,60%
Tiberius,Vicious Assault,Crowd-Pleaser,3,50%,373,44%,57%
Tiberius,Vicious Assault,Test of Strength,3,47%,427,41%,53%
Tiberius,Vicious Assault,Bragging Rights,3,47%,348,40%,54%
Tiberius,Vicious Assault,Charisma,3,46%,350,40%,53%
Tiberius,Vicious Assault,Rising Stardom,3,48%,202,39%,57%
Tiberius,Vicious Assault,Alley-Cat,3,52%,70,38%,67%
Tiberius,Vicious Assault,World-traveler,3,46%,233,38%,55%
Tiberius,Vicious Assault,Pouncing Tigron,3,42%,479,36%,48%
Tiberius,Vicious Assault,Honed Senses,3,46%,123,35%,57%
Tiberius,Vicious Assault,Making the Cut,3,46%,126,34%,57%
Tiberius,Vicious Assault,Imbued with Purpose,3,42%,133,31%,52%
Tiberius,Vicious Assault,The Champion,3,41%,84,28%,55%
Tiberius,Vicious Assault,World-traveler,2,54%,459,48%,59%
Tiberius,Vicious Assault,Imbued with Purpose,2,54%,224,46%,62%
Tiberius,Vicious Assault,Charisma,2,53%,339,46%,60%
Tiberius,Vicious Assault,Flying Chakrams,2,51%,622,46%,56%
Tiberius,Vicious Assault,Alley-Cat,2,58%,80,45%,72%
Tiberius,Vicious Assault,Honed Senses,2,54%,201,45%,63%
Tiberius,Vicious Assault,Instrument of Fate,2,51%,322,44%,58%
Tiberius,Vicious Assault,Making the Cut,2,52%,163,42%,62%
Tiberius,Vicious Assault,Primal Haste,2,49%,251,41%,57%
Tiberius,Vicious Assault,Bragging Rights,2,49%,209,40%,58%
Tiberius,Vicious Assault,Rising Stardom,2,50%,142,39%,60%
Tiberius,Vicious Assault,Test of Strength,2,48%,179,38%,57%
Tiberius,Vicious Assault,Pouncing Tigron,2,46%,224,37%,54%
Tiberius,Vicious Assault,Beast-Slayer,2,43%,553,37%,48%
Tiberius,Vicious Assault,Crowd-Pleaser,2,44%,130,33%,55%
Tiberius,Vicious Assault,The Champion,2,42%,104,30%,54%
Tiberius,Vicious Assault,Instrument of Fate,1,55%,193,46%,64%
Tiberius,Vicious Assault,Bragging Rights,1,55%,182,46%,64%
Tiberius,Vicious Assault,Pouncing Tigron,1,54%,179,45%,64%
Tiberius,Vicious Assault,Flying Chakrams,1,50%,688,45%,55%
Tiberius,Vicious Assault,Crowd-Pleaser,1,53%,214,44%,61%
Tiberius,Vicious Assault,Test of Strength,1,56%,91,43%,68%
Tiberius,Vicious Assault,Charisma,1,52%,209,43%,61%
Tiberius,Vicious Assault,Honed Senses,1,50%,228,41%,58%
Tiberius,Vicious Assault,Beast-Slayer,1,51%,138,40%,62%
Tiberius,Vicious Assault,World-traveler,1,50%,136,39%,61%
Tiberius,Vicious Assault,Primal Haste,1,48%,144,38%,59%
Tiberius,Vicious Assault,The Champion,1,43%,534,37%,48%
Tiberius,Vicious Assault,Rising Stardom,1,50%,58,33%,66%
Tiberius,Vicious Assault,Making the Cut,1,47%,85,33%,60%
Tiberius,Vicious Assault,Imbued with Purpose,1,48%,50,30%,65%
Tiberius,Vicious Assault,Alley-Cat,1,48%,45,30%,66%
Torvald,Direct Current,Eldritch Speed,5,66%,24,44%,88%
Torvald,Direct Current,Scribe's Wit,5,48%,877,43%,52%
Torvald,Direct Current,Lifegiver,5,49%,281,41%,56%
Torvald,Direct Current,Glyph of Freedom,5,49%,263,41%,57%
Torvald,Direct Current,Glyph of Health,5,47%,421,41%,53%
Torvald,Direct Current,Winddancer,5,46%,200,37%,54%
Torvald,Direct Current,Arcane Etching,5,44%,163,34%,53%
Torvald,Direct Current,Rune Torrent,5,52%,36,33%,72%
Torvald,Direct Current,Conduction,5,43%,173,33%,52%
Torvald,Direct Current,Infusion,5,48%,33,28%,68%
Torvald,Direct Current,Timeshaper,5,36%,185,27%,45%
Torvald,Direct Current,Glyph of the Fist,5,43%,51,26%,59%
Torvald,Direct Current,Hearthwarder,5,37%,79,24%,51%
Torvald,Direct Current,Vital Grasp,5,29%,57,14%,44%
Torvald,Direct Current,Induction,5,41%,12,12%,71%
Torvald,Direct Current,Glyph of Siphoning,5,31%,16,5%,56%
Torvald,Direct Current,Glyph of Health,4,45%,959,41%,49%
Torvald,Direct Current,Lifegiver,4,47%,382,40%,53%
Torvald,Direct Current,Glyph of Freedom,4,47%,293,40%,54%
Torvald,Direct Current,Arcane Etching,4,45%,840,40%,49%
Torvald,Direct Current,Scribe's Wit,4,43%,968,39%,47%
Torvald,Direct Current,Glyph of the Fist,4,49%,109,37%,61%
Torvald,Direct Current,Eldritch Speed,4,47%,92,34%,60%
Torvald,Direct Current,Conduction,4,42%,184,33%,52%
Torvald,Direct Current,Winddancer,4,40%,362,33%,46%
Torvald,Direct Current,Hearthwarder,4,43%,86,29%,56%
Torvald,Direct Current,Infusion,4,43%,83,29%,56%
Torvald,Direct Current,Vital Grasp,4,40%,66,26%,55%
Torvald,Direct Current,Timeshaper,4,37%,40,19%,55%
Torvald,Direct Current,Rune Torrent,4,30%,42,13%,48%
Torvald,Direct Current,Glyph of Siphoning,4,6%,16,0%,24%
Torvald,Direct Current,Induction,4,0%,3,0%,34%
Torvald,Direct Current,Lifegiver,3,51%,226,43%,60%
Torvald,Direct Current,Glyph of Freedom,3,48%,412,42%,55%
Torvald,Direct Current,Winddancer,3,49%,195,40%,58%
Torvald,Direct Current,Hearthwarder,3,46%,344,39%,53%
Torvald,Direct Current,Arcane Etching,3,45%,351,39%,52%
Torvald,Direct Current,Eldritch Speed,3,48%,133,37%,59%
Torvald,Direct Current,Glyph of Health,3,45%,322,37%,52%
Torvald,Direct Current,Scribe's Wit,3,45%,313,37%,52%
Torvald,Direct Current,Vital Grasp,3,45%,223,37%,54%
Torvald,Direct Current,Conduction,3,44%,248,36%,52%
Torvald,Direct Current,Rune Torrent,3,49%,79,35%,63%
Torvald,Direct Current,Infusion,3,46%,101,34%,58%
Torvald,Direct Current,Glyph of Siphoning,3,44%,102,31%,56%
Torvald,Direct Current,Induction,3,56%,16,29%,83%
Torvald,Direct Current,Glyph of the Fist,3,37%,86,24%,50%
Torvald,Direct Current,Timeshaper,3,36%,71,22%,50%
Torvald,Direct Current,Winddancer,2,50%,163,41%,60%
Torvald,Direct Current,Rune Torrent,2,49%,224,41%,58%
Torvald,Direct Current,Scribe's Wit,2,49%,205,40%,58%
Torvald,Direct Current,Glyph of Siphoning,2,45%,830,40%,49%
Torvald,Direct Current,Glyph of Freedom,2,46%,313,39%,53%
